movieCd,movieNm,openDt,audiAcc,movieNmEn,showTm,nations,genres1,genres2,director,actors1,actors2,actors3,audit,companyCd,companyNm,rating
20215850,고질라 VS. 콩,2021-03-25,698084,Godzilla VS. Kong,113,미국,액션,,아담 윈가드,알렉산더 스카스가드,밀리 바비 브라운,레베카 홀,12세이상관람가,20100043.0,워너브러더스 코리아(주),8.89
20215843,카오스 워킹,2021-02-24,143119,Chaos Walking,108,미국,어드벤처,,더그 라이만,톰 홀랜드,데이지 리들리,매즈 미켈슨,15세이상관람가,20188021.0,롯데컬처웍스(주)롯데엔터테인먼트,7.37
20215810,송가인 더 드라마 ,2021-02-11,11394,,82,한국,공연,,이태슬,송가인,,,전체관람가,20216782.0,포켓돌스튜디오,9.07
20215809,잃어버린 얼굴 1895,2021-02-24,9558,Lost Face,148,한국,뮤지컬,공연,이지나,차지연,김용한,최정수,전체관람가,20205361.0,(재)서울예술단,7.22
20215601,공조2: 인터내셔날,2022-09-07,6981305,Confidential Assignment2: International,128,한국,액션,코미디,이석훈,현빈,유해진,임윤아,15세이상관람가,20100278.0,(주)제이케이필름,7.93
20215315,스위치,2023-01-04,396531,SWITCH,112,한국,기타,,마대윤,권상우,오정세,이민정,12세이상관람가,2016841.0,(주)하이브미디어코프,7.78
20215301,어니스트 씨프,2021-02-03,76970,Honest Thief,98,미국,액션,범죄,마크 윌리엄스,리암 니슨,케이트 월쉬,제이 코트니,15세이상관람가,20141648.0,(주)올스타엔터테인먼트,8.65
20215081,서바이브 더 나잇,2021-02-03,1230,Survive the Night,90,미국,액션,스릴러,맷 에스칸다리,브루스 윌리스,채드 마이클 머레이,,15세이상관람가,20139095.0,(주)퍼스트런,3.35
20215041,토이 솔져스: 가짜사나이2 더 컴플리트,2021-01-27,10576,,112,한국,다큐멘터리,,오윤동,김병지,줄리엔 강,힘의길,15세이상관람가,20203082.0,씨제이포디플렉스 주식회사,8.15
20214981,몬스터 헌터,2021-02-10,100210,Monster Hunter,102,미국,액션,어드벤처,폴 W.S. 앤더슨,밀라 요보비치,토니 자,,12세이상관람가,20173221.0,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,7.83
20214963,큰엄마의 미친봉고,2021-01-21,1611,MY BIG MAMA'S CRAZY RIDE,99,한국,코미디,,백승환,정영주,김가은,정은경,12세이상관람가,20156848.0,(주)백그림,6.04
20214848,퍼펙트 케어,2021-02-19,25167,I Care a Lot,118,미국,범죄,스릴러,J 블레이크슨,로자먼드 파이크,피터 딘클리지,에이사 곤잘레스,15세이상관람가,20139196.0,TCO(주)더콘텐츠온,9.06
20214823,유령,2023-01-18,662131,Phantom,132,한국,액션,,이해영,설경구,이하늬,박소담,15세이상관람가,20124216.0,더램프(주),6.88
20212973,더 배트맨,2022-03-01,901534,The Batman,176,미국,액션,범죄,맷 리브스,로버트 패틴슨,폴 다노,조 크라비츠,15세이상관람가,20100043.0,워너브러더스 코리아(주),8.06
20212952,극장판 안녕 자두야: 제주도의 비밀,2022-01-27,101957,Hello Jadoo : The Secret of Jeju Island,89,한국,애니메이션,,손석우,여민정,정혜옥,김영은,전체관람가,20169708.0,아툰즈,8.13
